gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Adipo	B cell	Basal	Endo	HormSens	LumProg	Monocyte/Inf mac	Neutrophil/Granulocyte	Proliferating immune	Stroma_0	Stroma_1	Stroma_2	Stroma_3	Stroma_4	T cell	Tissue-resident mac	cDC1
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0AE0AAAFB	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0ADD9F3A1	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0D32DCC97	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0BE1E619E	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0637CC9D5	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC00BDFD604	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC054FD289E	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC074888BE6	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC08DE61392	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC058678C1B	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC0245AE3FF	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC07D1540F8	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC066B2A89A	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC09D51C7BF	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC069D8A1BA	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC042468412	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC052157D7B	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC0D0D2D930	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC0486FECAB	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC045BF427E	FZD2	0.008	0.013	0.062	0.03	0.058	0.028	0.01	0.0	0.0	0.079	0.056	0.042	0.1	0.079	0.0	0.014	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC044BB9279	FZD3	0.081	0.0	0.483	0.012	0.248	0.248	0.043	0.0	0.075	0.082	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0827E3502	FZD3	0.081	0.0	0.483	0.012	0.248	0.248	0.043	0.0	0.075	0.082	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0B0BAF8DB	FZD3	0.081	0.0	0.483	0.012	0.248	0.248	0.043	0.0	0.075	0.082	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0671450D5	FZD3	0.081	0.0	0.483	0.012	0.248	0.248	0.043	0.0	0.075	0.082	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0E11F543C	FZD3	0.081	0.0	0.483	0.012	0.248	0.248	0.043	0.0	0.075	0.082	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC081B09E04	FZD3	0.081	0.0	0.483	0.012	0.248	0.248	0.043	0.0	0.075	0.082	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC02753B9BD	FZD3	0.081	0.0	0.483	0.012	0.248	0.248	0.043	0.0	0.075	0.082	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC01D3E6936	FZD3	0.081	0.0	0.483	0.012	0.248	0.248	0.043	0.0	0.075	0.082	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC092C6BB7D	FZD3	0.081	0.0	0.483	0.012	0.248	0.248	0.043	0.0	0.075	0.082	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0456BB36C	FZD3	0.081	0.0	0.483	0.012	0.248	0.248	0.043	0.0	0.075	0.082	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0FDE82C05	FZD3	0.081	0.0	0.483	0.012	0.248	0.248	0.043	0.0	0.075	0.082	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC073544134	FZD3	0.081	0.0	0.483	0.012	0.248	0.248	0.043	0.0	0.075	0.082	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0AEC52E73	FZD3	0.081	0.0	0.483	0.012	0.248	0.248	0.043	0.0	0.075	0.082	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC05E4FA547	FZD3	0.081	0.0	0.483	0.012	0.248	0.248	0.043	0.0	0.075	0.082	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC06CA35957	FZD3	0.081	0.0	0.786	0.012	0.248	0.248	0.043	0.0	0.075	0.083	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC00D0D0EC3	FZD3	0.081	0.0	0.786	0.012	0.248	0.248	0.043	0.0	0.075	0.083	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC03F9E6AC5	FZD3	0.081	0.0	0.786	0.012	0.248	0.248	0.043	0.0	0.075	0.083	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC015580274	FZD3	0.081	0.0	0.786	0.012	0.248	0.248	0.043	0.0	0.075	0.083	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC063989793	FZD3	0.081	0.0	0.786	0.012	0.248	0.248	0.043	0.0	0.075	0.083	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0B739B6BE	FZD3	0.081	0.0	0.786	0.012	0.248	0.248	0.043	0.0	0.075	0.083	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC018C0B727	FZD3	0.081	0.0	0.786	0.012	0.248	0.248	0.043	0.0	0.075	0.083	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0D8C38952	FZD3	0.081	0.0	0.786	0.012	0.248	0.248	0.043	0.0	0.075	0.083	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC04617C8EB	FZD3	0.081	0.0	0.786	0.012	0.248	0.248	0.043	0.0	0.075	0.083	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC08BCEE850	FZD3	0.081	0.0	0.786	0.012	0.248	0.248	0.043	0.0	0.075	0.083	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC089FF57F2	FZD3	0.081	0.0	0.786	0.012	0.248	0.248	0.043	0.0	0.075	0.083	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0AC0FE01C	FZD3	0.081	0.0	0.786	0.012	0.248	0.248	0.043	0.0	0.075	0.083	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0ECDB073E	FZD3	0.081	0.0	0.786	0.012	0.248	0.248	0.043	0.0	0.075	0.083	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC050D66C45	FZD3	0.081	0.0	0.786	0.012	0.248	0.248	0.043	0.0	0.075	0.083	0.047	0.052	0.098	0.032	0.015	0.0	0.015
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0953D36EF	FZD4	0.213	0.088	0.066	0.631	0.222	0.077	0.069	0.069	0.039	0.082	0.058	0.178	0.157	0.188	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC060CAF2BD	FZD4	0.213	0.088	0.066	0.631	0.222	0.077	0.069	0.069	0.039	0.082	0.058	0.178	0.157	0.188	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC001BD2F39	FZD4	0.213	0.088	0.066	0.631	0.222	0.077	0.069	0.069	0.039	0.082	0.058	0.178	0.157	0.188	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC05D7BF6AC	FZD4	0.213	0.088	0.066	0.631	0.222	0.077	0.069	0.069	0.039	0.082	0.058	0.178	0.157	0.188	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC09C59F73D	FZD4	0.213	0.088	0.066	0.631	0.222	0.077	0.069	0.069	0.039	0.082	0.058	0.178	0.157	0.188	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC016937C58	FZD4	0.213	0.088	0.066	0.631	0.222	0.077	0.069	0.069	0.039	0.082	0.058	0.178	0.157	0.188	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0D721C667	FZD4	0.213	0.088	0.066	0.631	0.222	0.077	0.069	0.069	0.039	0.082	0.058	0.178	0.157	0.188	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC056F2D04E	FZD4	0.213	0.088	0.066	0.631	0.222	0.077	0.069	0.069	0.039	0.082	0.058	0.178	0.157	0.188	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0BAD0A831	FZD4	0.213	0.088	0.066	0.631	0.222	0.077	0.069	0.069	0.039	0.082	0.058	0.178	0.157	0.188	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC090C59110	FZD4	0.213	0.088	0.066	0.631	0.222	0.077	0.069	0.069	0.039	0.082	0.058	0.178	0.157	0.188	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC022BEBD83	FZD4	0.213	0.088	0.066	0.631	0.222	0.077	0.069	0.069	0.039	0.082	0.058	0.178	0.157	0.188	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0BEC869BA	FZD4	0.213	0.088	0.066	0.631	0.222	0.077	0.069	0.069	0.039	0.082	0.058	0.178	0.157	0.188	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0CDC53EF1	FZD4	0.213	0.088	0.066	0.631	0.222	0.077	0.069	0.069	0.039	0.082	0.058	0.178	0.157	0.188	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC096736E48	FZD4	0.213	0.088	0.066	0.631	0.222	0.077	0.069	0.069	0.039	0.082	0.058	0.178	0.157	0.188	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0560E3B5F	FZD4	0.213	0.088	0.066	0.631	0.222	0.077	0.069	0.069	0.039	0.082	0.058	0.178	0.157	0.188	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC010561E8D	FZD4	0.66	0.088	0.066	0.636	0.222	0.077	0.069	0.069	0.039	0.195	0.207	0.178	0.157	0.363	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC06E0B84C9	FZD4	0.66	0.088	0.066	0.636	0.222	0.077	0.069	0.069	0.039	0.195	0.207	0.178	0.157	0.363	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0594F894D	FZD4	0.66	0.088	0.066	0.636	0.222	0.077	0.069	0.069	0.039	0.195	0.207	0.178	0.157	0.363	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0B6207B1C	FZD4	0.66	0.088	0.066	0.636	0.222	0.077	0.069	0.069	0.039	0.195	0.207	0.178	0.157	0.363	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC04AF69F59	FZD4	0.66	0.088	0.066	0.636	0.222	0.077	0.069	0.069	0.039	0.195	0.207	0.178	0.157	0.363	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0E149DD74	FZD4	0.66	0.088	0.066	0.636	0.222	0.077	0.069	0.069	0.039	0.195	0.207	0.178	0.157	0.363	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC09771D617	FZD4	0.66	0.088	0.066	0.636	0.222	0.077	0.069	0.069	0.039	0.195	0.207	0.178	0.157	0.363	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0B2882B83	FZD4	0.66	0.088	0.066	0.636	0.222	0.077	0.069	0.069	0.039	0.195	0.207	0.178	0.157	0.363	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0D9880D62	FZD4	0.66	0.088	0.066	0.636	0.222	0.077	0.069	0.069	0.039	0.195	0.207	0.178	0.157	0.363	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0B4243FE6	FZD4	0.66	0.088	0.066	0.636	0.222	0.077	0.069	0.069	0.039	0.195	0.207	0.178	0.157	0.363	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0FFE2D207	FZD4	0.66	0.088	0.066	0.636	0.222	0.077	0.069	0.069	0.039	0.195	0.207	0.178	0.157	0.363	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC023CD2194	FZD4	0.66	0.088	0.066	0.636	0.222	0.077	0.069	0.069	0.039	0.195	0.207	0.178	0.157	0.363	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0F7419D8D	FZD4	0.66	0.088	0.066	0.636	0.222	0.077	0.069	0.069	0.039	0.195	0.207	0.178	0.157	0.363	0.093	0.086	0.096
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0B697A1AC	FZD4	0.66	0.088	0.066	0.636	0.222	0.077	0.069	0.069	0.039	0.195	0.207	0.178	0.157	0.363	0.093	0.086	0.096
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC012DB3194	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC08E2BBB8C	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC04CC06812	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC03346B36E	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC0FBD05A5F	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC0A1AC8874	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC027A59AFB	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC01FEEE70F	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC03754EC20	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC032AE5D59	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC0F9CBA955	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC0243F2680	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC0763E7AF2	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC0B092EF65	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC0B1D0028B	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0991BCC7F	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0FD6A26C5	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0B3222CB2	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC059A22B9E	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC081C6762E	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC033C6423D	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0DD562B41	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0D06695E4	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC07E1924FB	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC07F714A57	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0171B2960	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0B07BD0D1	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0B3B59128	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0EDC637EC	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC09A9169B5	FZD5	0.023	0.01	0.017	0.004	0.049	0.028	0.0	0.0	0.022	0.011	0.0	0.009	0.012	0.057	0.0	0.007	0.023
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC08496F2AE	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC0A27844A8	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC0A070755C	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC02D16C89A	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC0C945DA9F	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC01D1E05E8	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC0FE1FBFB5	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
