gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Adipo	B cell	Basal	Endo	HormSens	LumProg	Monocyte/Inf mac	Neutrophil/Granulocyte	Proliferating immune	Stroma_0	Stroma_1	Stroma_2	Stroma_3	Stroma_4	T cell	Tissue-resident mac	cDC1
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC04CBB7552	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC0DFEAE26D	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC0C61B7F73	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC0E88C8058	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC04DB219CB	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC06EFA5CC2	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC0FF762677	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC0342728D2	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC081E1CE0B	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC0DC10FB9C	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC0796645C7	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC068774A8A	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC039EE3D74	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC02D62FB5B	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC04FC6D5DC	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC01C485556	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC017027176	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC0BDD170C7	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC0AF2D49CF	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC02CD488A4	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC0EFB3CEDF	FZD6	0.011	0.0	0.261	0.47	0.462	0.389	0.026	0.036	0.0	0.012	0.007	0.0	0.012	0.0	0.007	0.002	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0F00C86AC	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0714EE585	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0115378E7	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0B3337FB4	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0DE64F872	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC052C897AB	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC09CB5E882	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC01F6AC0E2	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0CBE0F4A0	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC06078DB4B	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0E74F7843	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC04D905E1E	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0A41E0EEB	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC02FD11A30	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0F2E04267	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0AB470FD0	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0D837BE1B	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC067A0FAD8	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0F9BC4D34	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC063E27411	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC006CB27E1	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC00FA2B152	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC059D7F9EE	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0F73E951B	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0B5A3F59F	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0BFCEDA56	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0A0207B24	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC09FA2DFEB	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0C6A402E9	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0376B7DC8	FZD7	0.041	0.238	0.285	0.037	0.092	0.167	0.033	0.043	0.0	0.041	0.043	0.034	0.078	0.074	0.016	0.033	0.074
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0B95D4E55	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC006391BC5	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0E5131C5E	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0CC357E07	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC08A288087	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0D7F9CEEB	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC002829D48	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC02B89D65A	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0F159BD5A	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0B4814E5F	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC09A735D6F	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0A8070937	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC09DD54D04	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0B7AFE8F9	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC01B29532D	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC00DA032E2	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC0259C1693	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC0ECADFABF	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC052B6F4F3	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC01FD57BC9	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC08CF56014	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC07F8A4C81	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC088BCE7ED	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC0BEC0A65F	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC02B03DCA6	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC05963EDDE	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC09206543A	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC01319F5CD	FZD9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGF1R	P08069	True	IGF1R_HUMAN	IGF1R_enhancerComGPC3	CPI-SC033AB13AE	IGF1R	0.045	0.086	0.224	0.069	0.048	0.036	0.108	0.218	0.062	1.278	0.426	0.703	0.714	1.437	0.093	0.061	0.12
GPC3	P51654	True	GPC3_HUMAN	IGF1R_enhancerComGPC3	CPI-SC033AB13AE	GPC3	0.045	0.086	0.224	0.069	0.048	0.036	0.108	0.218	0.062	1.278	0.426	0.703	0.714	1.437	0.093	0.061	0.12
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-SC0A7A5EEB3	IL1R1	0.057	0.085	0.066	0.122	0.074	0.181	0.153	0.029	0.024	0.502	0.099	0.375	0.28	0.44	0.117	0.04	0.111
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-SC0D5A18C2E	IL1R1	0.057	0.085	0.066	0.122	0.074	0.181	0.153	0.029	0.024	0.502	0.099	0.375	0.28	0.44	0.117	0.04	0.111
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-SC06CA2BDAB	IL1R1	0.057	0.085	0.066	0.122	0.074	0.181	0.153	0.029	0.024	0.502	0.099	0.375	0.28	0.44	0.117	0.04	0.111
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-SC0A7A5EEB3	IL1RAP	0.057	0.085	0.066	0.122	0.074	0.181	0.153	0.029	0.024	0.502	0.099	0.375	0.28	0.44	0.117	0.04	0.111
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-SC0D5A18C2E	IL1RAP	0.057	0.085	0.066	0.122	0.074	0.181	0.153	0.029	0.024	0.502	0.099	0.375	0.28	0.44	0.117	0.04	0.111
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-SC06CA2BDAB	IL1RAP	0.057	0.085	0.066	0.122	0.074	0.181	0.153	0.029	0.024	0.502	0.099	0.375	0.28	0.44	0.117	0.04	0.111
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-SC0629FB330	IL1RAP	0.016	0.025	0.004	0.01	0.004	0.003	0.013	0.0	0.0	0.259	0.099	0.068	0.058	0.184	0.0	0.015	0.061
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-SC01BC018A0	IL1RAP	0.016	0.025	0.004	0.01	0.004	0.003	0.013	0.0	0.0	0.259	0.099	0.068	0.058	0.184	0.0	0.015	0.061
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-SC0CEE7CCC6	IL1RAP	0.016	0.025	0.004	0.01	0.004	0.003	0.013	0.0	0.0	0.259	0.099	0.068	0.058	0.184	0.0	0.015	0.061
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL33_receptor	CPI-SC0A2B4E2CE	IL1RAP	0.005	0.039	0.011	0.0	0.004	0.01	0.226	0.0	0.086	0.02	0.0	0.011	0.01	0.016	0.022	0.152	0.046
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-SC0629FB330	IL1R2	0.016	0.025	0.004	0.01	0.004	0.003	0.013	0.0	0.0	0.259	0.099	0.068	0.058	0.184	0.0	0.015	0.061
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-SC01BC018A0	IL1R2	0.016	0.025	0.004	0.01	0.004	0.003	0.013	0.0	0.0	0.259	0.099	0.068	0.058	0.184	0.0	0.015	0.061
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-SC0CEE7CCC6	IL1R2	0.016	0.025	0.004	0.01	0.004	0.003	0.013	0.0	0.0	0.259	0.099	0.068	0.058	0.184	0.0	0.015	0.061
IL10RA	Q13651	True	I10R1_HUMAN	IL10_receptor	CPI-SC0104DF8E5	IL10RA	0.018	0.372	0.003	0.029	0.0	0.021	0.165	0.112	0.094	0.011	0.015	0.015	0.036	0.0	0.21	0.385	0.173
IL10RB	Q08334	True	I10R2_HUMAN	IL10_receptor	CPI-SC0104DF8E5	IL10RB	0.018	0.372	0.003	0.029	0.0	0.021	0.165	0.112	0.094	0.011	0.015	0.015	0.036	0.0	0.21	0.385	0.173
IL11RA	Q14626	True	I11RA_HUMAN	IL11_receptor	CPI-SC0409FF431	IL11RA	0.123	0.032	0.079	0.08	0.126	0.092	0.015	0.069	0.167	0.229	0.294	0.297	0.235	0.367	0.036	0.069	0.0
IL12RB1	P42701	True	I12R1_HUMAN	IL12_receptor	CPI-CC025CA2E0D	IL12RB1	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.004	0.0	0.088	0.0	0.0
IL12RB1	P42701	True	I12R1_HUMAN	IL23_receptor	CPI-CC08EF3C145	IL12RB1	0.001	0.014	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0
IL12RB2	Q99665	True	I12R2_HUMAN	IL12_receptor	CPI-CC025CA2E0D	IL12RB2	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.004	0.0	0.088	0.0	0.0
IL12RB2	Q99665	True	I12R2_HUMAN	IL35_receptor	CPI-CC0D8A77C69	IL12RB2	0.011	0.0	0.01	0.0	0.007	0.007	0.017	0.096	0.0	0.003	0.009	0.0	0.01	0.0	0.227	0.003	0.149
IL13RA1	P78552	True	I13R1_HUMAN	IL13_receptor	CPI-SC023416061	IL13RA1	0.014	0.312	0.083	0.039	0.141	0.1	0.103	0.124	0.041	0.4	0.123	0.088	0.085	0.09	0.013	0.21	0.246
IL4R	P24394	True	IL4RA_HUMAN	IL13_receptor	CPI-SC023416061	IL4R	0.014	0.312	0.083	0.039	0.141	0.1	0.103	0.124	0.041	0.4	0.123	0.088	0.085	0.09	0.013	0.21	0.246
IL4R	P24394	True	IL4RA_HUMAN	IL4_receptor	CPI-SC0C7198849	IL4R	0.003	0.121	0.003	0.039	0.0	0.008	0.058	0.124	0.0	0.006	0.009	0.0	0.002	0.0	0.146	0.051	0.146
IL15RA	Q13261	True	I15RA_HUMAN	IL15_receptor	CPI-SC0C6EBD4D8	IL15RA	0.002	0.0	0.009	0.0	0.0	0.007	0.0	0.0	0.08	0.011	0.007	0.011	0.006	0.0	0.288	0.0	0.0
IL2RB	P14784	True	IL2RB_HUMAN	IL15_receptor	CPI-SC0C6EBD4D8	IL2RB	0.002	0.0	0.009	0.0	0.0	0.007	0.0	0.0	0.08	0.011	0.007	0.011	0.006	0.0	0.288	0.0	0.0
IL2RB	P14784	True	IL2RB_HUMAN	IL2_receptor_HA	CPI-SC0114881C6	IL2RB	0.002	0.0	0.003	0.0	0.0	0.006	0.0	0.0	0.0	0.006	0.007	0.0	0.002	0.0	0.063	0.0	0.0
IL2RB	P14784	True	IL2RB_HUMAN	IL2_receptor_I	CPI-SC0DE80D39C	IL2RB	0.002	0.0	0.003	0.0	0.0	0.007	0.0	0.0	0.0	0.006	0.007	0.0	0.002	0.0	0.193	0.0	0.0
IL17RA	Q96F46	True	I17RA_HUMAN	IL17_receptor_AB	CPI-SC0E7A581B3	IL17RA	0.041	0.011	0.059	0.0	0.027	0.034	0.0	0.0	0.0	0.011	0.007	0.007	0.012	0.0	0.0	0.005	0.0
IL17RA	Q96F46	True	I17RA_HUMAN	IL17_receptor_AC	CPI-SC02A0FA6D4	IL17RA	0.101	0.009	0.076	0.065	0.102	0.103	0.009	0.0	0.0	0.116	0.075	0.076	0.091	0.073	0.045	0.01	0.019
IL17RA	Q96F46	True	I17RA_HUMAN	IL17_receptor_AE	CPI-SC0BB896AE4	IL17RA	0.034	0.035	0.077	0.004	0.102	0.106	0.0	0.036	0.0	0.001	0.005	0.0	0.002	0.0	0.01	0.005	0.0
IL17RB	Q9NRM6	True	I17RB_HUMAN	IL17_receptor_AB	CPI-SC0E7A581B3	IL17RB	0.041	0.011	0.059	0.0	0.027	0.034	0.0	0.0	0.0	0.011	0.007	0.007	0.012	0.0	0.0	0.005	0.0
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17_receptor_AC	CPI-SC02A0FA6D4	IL17RC	0.101	0.009	0.076	0.065	0.102	0.103	0.009	0.0	0.0	0.116	0.075	0.076	0.091	0.073	0.045	0.01	0.019
IL17RE	Q8NFR9	True	I17RE_HUMAN	IL17_receptor_AE	CPI-SC0BB896AE4	IL17RE	0.034	0.035	0.077	0.004	0.102	0.106	0.0	0.036	0.0	0.001	0.005	0.0	0.002	0.0	0.01	0.005	0.0
IL18R1	Q13478	True	IL18R_HUMAN	IL18_receptor	CPI-SC09CC14C07	IL18R1	0.005	0.0	0.004	0.012	0.02	0.009	0.05	0.0	0.0	0.01	0.008	0.0	0.0	0.0	0.818	0.013	0.0
