"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"State"	"MaxFC"	"InitialState"
"5930403N24Rik"	"5930403N24Rik"	-0.234158541857556	-0.193912542475788	0.146879129071468	0.244557889662497	"S01"	0.244557889662497	"IS04"
"Gm38381"	"Gm38381"	-0.375990018644853	0.00908604693492291	0.162417705803405	0.242688280946077	"S01"	0.242688280946077	"IS04"
"Gm29358"	"Gm29358"	-0.234173417927039	-0.193924861720829	0.148783975205881	0.242360176703725	"S01"	0.242360176703725	"IS04"
"Gm45266"	"Gm45266"	0.157644833451626	0.0197783544662331	-0.376505885757209	0.240997937289692	"S01"	0.240997937289692	"IS04"
"Nck2"	"Nck2"	-0.465477406895487	0.092012851693121	0.201896669547612	0.240075717171209	"S01"	0.240075717171209	"IS04"
"Crhr2"	"Crhr2"	-0.234182001853343	-0.1939319702848	0.154923072248865	0.235207268550368	"S01"	0.235207268550368	"IS04"
"Gm20522"	"Gm20522"	-0.234139670461922	-0.19389691460128	0.160283452429316	0.228873141949741	"S01"	0.228873141949741	"IS04"
"Zfp513"	"Zfp513"	-0.0436820977146244	-0.0162806982969369	-0.134937646518123	0.22053739895763	"S01"	0.22053739895763	"IS04"
"Scrn1"	"Scrn1"	-0.233669282561326	-0.193507374621098	0.177738133025357	0.207656834284818	"S01"	0.207656834284818	"IS04"
"Srrm2"	"Srrm2"	-0.106383169048352	0.117058258642312	-0.118753439750668	0.176763202575392	"S01"	0.176763202575392	"IS04"
"Hspd1-ps4"	"Hspd1-ps4"	0.0703467305737967	0.136671088953635	-0.284142385570475	0.149093397628888	"S01"	0.149093397628888	"IS04"
"Crybg1"	"Crybg1"	-0.129177780548369	0.00773554073327622	-0.00193612691031276	0.147401300679097	"S01"	0.147401300679097	"IS04"
"Slc25a38"	"Slc25a38"	-0.0963707988021588	-0.0279296086045974	0.0021462561051191	0.130564805513431	"S01"	0.130564805513431	"IS04"
"Cchcr1"	"Cchcr1"	0.0835602315935682	-0.344408620672242	0.0305395691905239	0.120132340536852	"S01"	0.120132340536852	"IS04"
"Abca17"	"Abca17"	0.085635289078191	-0.236953542275276	-0.0151780669124541	0.0920430715013206	"S01"	0.0920430715013206	"IS04"
"Cyyr1"	"Cyyr1"	-0.374921703149669	1.65590418891104	-0.374921703149669	-0.342600866671249	"S02"	1.65590418891104	"IS02"
"Plcb4"	"Plcb4"	-0.442833376634463	1.45067220343555	0.152907057550785	-0.728636081681514	"S02"	1.45067220343555	"IS02"
"Erg"	"Erg"	-0.287364390242122	1.26919272356937	-0.287364390242122	-0.26259159797987	"S02"	1.26919272356937	"IS02"
