"Gene"	"IS01"	"IS02"	"State"	"MaxFC"	"InitialState"
"Tmem51os1"	"Tmem51os1"	0.380954192461542	-0.380954192461542	"S01"	0.380954192461542	"IS01"
"Gm18365"	"Gm18365"	0.380952636631463	-0.380952636631463	"S01"	0.380952636631463	"IS01"
"Rspo1"	"Rspo1"	0.380841173192754	-0.380841173192754	"S01"	0.380841173192754	"IS01"
"Frmd8os"	"Frmd8os"	0.380745757473748	-0.380745757473748	"S01"	0.380745757473748	"IS01"
"6330408M09Rik"	"6330408M09Rik"	0.380621402697489	-0.380621402697489	"S01"	0.380621402697489	"IS01"
"H4c14"	"H4c14"	0.380509145244043	-0.380509145244043	"S01"	0.380509145244043	"IS01"
"Sptb"	"Sptb"	0.380358433403602	-0.380358433403602	"S01"	0.380358433403602	"IS01"
"Gpr176"	"Gpr176"	0.380294771321987	-0.380294771321987	"S01"	0.380294771321987	"IS01"
"Egln3"	"Egln3"	0.379407676890372	-0.379407676890372	"S01"	0.379407676890372	"IS01"
"Gpr141"	"Gpr141"	0.379238570877815	-0.379238570877815	"S01"	0.379238570877815	"IS01"
"Tyrobp"	"Tyrobp"	0.375227973873573	-0.375227973873573	"S01"	0.375227973873573	"IS01"
"Arhgef10l"	"Arhgef10l"	0.371485200270342	-0.371485200270342	"S01"	0.371485200270342	"IS01"
"Gm42941"	"Gm42941"	0.365566443133758	-0.365566443133758	"S01"	0.365566443133758	"IS01"
"F630028O10Rik"	"F630028O10Rik"	0.365043497893361	-0.365043497893361	"S01"	0.365043497893361	"IS01"
"Hba-a1"	"Hba-a1"	0.364388595943013	-0.364388595943013	"S01"	0.364388595943013	"IS01"
"Tmem38b"	"Tmem38b"	0.362033243891728	-0.362033243891728	"S01"	0.362033243891728	"IS01"
"Msrb1"	"Msrb1"	0.355160400817386	-0.355160400817386	"S01"	0.355160400817386	"IS01"
"AB124611"	"AB124611"	0.353282814804236	-0.353282814804236	"S01"	0.353282814804236	"IS01"
"Xdh"	"Xdh"	0.352474408430445	-0.352474408430445	"S01"	0.352474408430445	"IS01"
"Spata13"	"Spata13"	0.350448338526891	-0.350448338526891	"S01"	0.350448338526891	"IS01"
"Hes1"	"Hes1"	0.350085010846705	-0.350085010846705	"S01"	0.350085010846705	"IS01"
"Gm5150"	"Gm5150"	0.34979956291852	-0.34979956291852	"S01"	0.34979956291852	"IS01"
"Cyrib"	"Cyrib"	0.349663311197166	-0.349663311197166	"S01"	0.349663311197166	"IS01"
"Ppp2r5c"	"Ppp2r5c"	0.347981825143153	-0.347981825143153	"S01"	0.347981825143153	"IS01"
"Ms4a4c"	"Ms4a4c"	0.345531210994937	-0.345531210994937	"S01"	0.345531210994937	"IS01"
"E2f2"	"E2f2"	0.342746836903073	-0.342746836903073	"S01"	0.342746836903073	"IS01"
"Smpdl3a"	"Smpdl3a"	0.340278683484755	-0.340278683484755	"S01"	0.340278683484755	"IS01"
"Sirpb1a"	"Sirpb1a"	0.339905848709785	-0.339905848709785	"S01"	0.339905848709785	"IS01"
"Trps1"	"Trps1"	0.339644297347641	-0.339644297347641	"S01"	0.339644297347641	"IS01"
"Gm34983"	"Gm34983"	0.337912677328353	-0.337912677328353	"S01"	0.337912677328353	"IS01"
"Dck"	"Dck"	0.334646222832364	-0.334646222832364	"S01"	0.334646222832364	"IS01"
"Slc16a3"	"Slc16a3"	0.332174959564013	-0.332174959564013	"S01"	0.332174959564013	"IS01"
"Cd300e"	"Cd300e"	0.331055323729315	-0.331055323729315	"S01"	0.331055323729315	"IS01"
"Fcer1g"	"Fcer1g"	0.325659717368196	-0.325659717368196	"S01"	0.325659717368196	"IS01"
"Dipk1a"	"Dipk1a"	0.323035080177795	-0.323035080177795	"S01"	0.323035080177795	"IS01"
"Gm21188"	"Gm21188"	0.321703766326377	-0.321703766326377	"S01"	0.321703766326377	"IS01"
"Asap1"	"Asap1"	0.318863080460275	-0.318863080460275	"S01"	0.318863080460275	"IS01"
"Rrp9"	"Rrp9"	0.318335002944952	-0.318335002944952	"S01"	0.318335002944952	"IS01"
"H3f3a"	"H3f3a"	0.316283547686838	-0.316283547686838	"S01"	0.316283547686838	"IS01"
"Gpr35"	"Gpr35"	0.313785502489094	-0.313785502489094	"S01"	0.313785502489094	"IS01"
