"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"State"	"MaxFC"	"InitialState"
"Zbtb7c"	"Zbtb7c"	-0.0589244549775776	-0.0164546460398539	0.66735496554356	0.0427957448560991	-0.183704707964641	-0.267342277280352	-0.0492625931735938	"S01"	0.66735496554356	"IS03"
"Gm42962"	"Gm42962"	0.138607795256689	-0.169653949905014	0.665544896183901	0.14965687113664	-0.365677492660706	-0.327577391014041	-0.0339351679363595	"S01"	0.665544896183901	"IS03"
"Bmt2"	"Bmt2"	-0.00119948987578542	-0.045731472802697	0.665453779785519	0.135508672239448	-0.14381909509943	-0.559147870208867	-0.0141850539981071	"S01"	0.665453779785519	"IS03"
"Rassf8"	"Rassf8"	-0.341445133839555	0.0110201832471925	0.661602044426796	0.321643496430643	-0.213803027439511	-0.255731941461999	0.0221620384103664	"S01"	0.661602044426796	"IS03"
"Evi5"	"Evi5"	-0.221661058952337	0.198207889423234	0.657444681250827	0.481912488560935	-0.0719806212402704	-0.744975408109917	-0.159367260694287	"S01"	0.657444681250827	"IS03"
"Irf2"	"Irf2"	0.0577370457168623	0.0416065496852323	0.655036906593125	0.331002507670616	-0.215527244838677	-0.982390742268112	0.135733430814842	"S01"	0.655036906593125	"IS03"
"Il1rl1"	"Il1rl1"	0.171565774521985	-0.495376195960517	0.654972396699452	-0.317290241847774	-0.365514217517156	-0.194616935421675	0.469564911626369	"S01"	0.654972396699452	"IS03"
"Nim1k"	"Nim1k"	-0.177294047747683	-0.0325555855370361	0.653957914355207	0.00406004022256901	-0.172279432010607	-0.233685083424468	0.113113839388497	"S01"	0.653957914355207	"IS03"
"Prelid2"	"Prelid2"	-0.125572882555168	-0.149825700757919	0.652263532894428	-0.059526283033595	-0.193372020858011	-0.211608730405722	0.181063922202822	"S01"	0.652263532894428	"IS03"
"Oxct1"	"Oxct1"	-0.373069111286062	0.16352669161963	0.648784167709177	0.251345560111251	-0.256118661475337	-0.250484617939018	0.139598402926551	"S01"	0.648784167709177	"IS03"
"Pla2g7"	"Pla2g7"	0.147966503503794	0.219713209455762	0.646955514451874	0.332656476756458	-0.383727394313427	-0.384252218355642	-0.32177357623335	"S01"	0.646955514451874	"IS03"
"St3gal4"	"St3gal4"	-0.30847698600954	-0.130384097351625	0.645555238013465	0.303081530120984	-0.207522323948079	-0.629478415599235	0.387672868030796	"S01"	0.645555238013465	"IS03"
"H2-Eb1"	"H2-Eb1"	0.578285824347249	-0.0561495017522087	0.64440766904231	-0.390331228965729	-0.455881637134637	-0.319441991476408	0.101894585205144	"S01"	0.64440766904231	"IS03"
"Chrna5"	"Chrna5"	-0.240296425147194	-0.149831510208032	0.642535767903659	0.183939262934482	-0.145917044667032	-0.0983001881261233	-0.099100843022378	"S01"	0.642535767903659	"IS03"
"Prkcd"	"Prkcd"	-0.0706516437393037	-0.0822827697206682	0.64131570247932	-0.147474709241846	-0.316653915811786	-0.363317917109413	0.494855659985573	"S01"	0.64131570247932	"IS03"
"Cass4"	"Cass4"	0.0133015026302272	-0.148757122696177	0.638253663366677	-0.0258487143812281	-0.267381837166787	-0.38263706766857	0.235494227996959	"S01"	0.638253663366677	"IS03"
"Dapk1"	"Dapk1"	-0.416759197829692	0.105474010617154	0.636629522286349	0.322345887335186	-0.199178687081247	-0.574844990216645	0.348983712002195	"S01"	0.636629522286349	"IS03"
"Gm5127"	"Gm5127"	-0.0885445052633407	-0.139309620726834	0.635267359911706	0.0903919927108128	-0.264694273910465	-0.234077237491652	0.101899077997539	"S01"	0.635267359911706	"IS03"
"Usp6nl"	"Usp6nl"	-0.100367226293743	0.117905487137837	0.634324899583511	0.312960277008376	-0.180029485237514	-0.546009489073671	-0.0883039124464892	"S01"	0.634324899583511	"IS03"
"Atg4c"	"Atg4c"	-0.189727208473976	0.130366479972432	0.631856655330672	0.464233918021516	-0.20831361710611	-0.593297450193089	-0.0653390957813141	"S01"	0.631856655330672	"IS03"
"Kdm4a"	"Kdm4a"	-0.151144989944941	-0.0632307193481534	0.630734921381905	0.0835289393267119	-0.258647347937615	-0.373458138146626	0.269441961298582	"S01"	0.630734921381905	"IS03"
"Ncf2"	"Ncf2"	0.000848184708143305	0.271275667564719	0.628303334211329	0.325158995174534	-0.378815443906831	-0.525994567343797	-0.0225116267320622	"S01"	0.628303334211329	"IS03"
"Mtm1"	"Mtm1"	-0.134367438325025	0.265701576825388	0.62803533124705	0.464738426183276	-0.22350597657924	-0.684894685598285	-0.088904696373391	"S01"	0.62803533124705	"IS03"
"Dapp1"	"Dapp1"	-0.000229003382402447	-0.144732149531659	0.627123389565497	0.337040596242384	-0.383478313130138	-0.564410718523077	0.184247566383055	"S01"	0.627123389565497	"IS03"
"Rps6ka3"	"Rps6ka3"	0.00040083664228591	0.135071330609887	0.624683476848983	0.237705462988908	-0.229880384592339	-0.717429567228769	0.0878607408288056	"S01"	0.624683476848983	"IS03"
